brand,category,condition,countryOfManufacture,dataType,description,listingType,media,name,productCategory,shoe,shortDescription,tickerSymbol,title,traits,urlKey,year,market,_tags
Panini,Trading Cards Sealed Boxes,New,US,product,"The 2019-20 Panini NBA Hoops Premium Stock Basketball Blaster Box comes with 8 packs per box and 4 cards per pack and can be found in a red or blue box. Each blaster box offers the chance to find exclusive Red Prizms as well as 2 Silvers, 2 Mojos, and 2 Inserts on average. The 2019-20 NBA Hoops Premium Stock checklist includes rookie cards for Zion Williamson, Ja Morant, Rui Hachimura, RJ Barrett and more!",standard,"{'imageUrl': 'https://stockx.imgix.net/images/2019-20-Panini-NBA-Hoops-Premium-Stock-Basketball-Blaster-Box-32-ct-Red-Prizms-4x-Lot.png?fit=fill&bg=FFFFFF&w=700&h=500&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1608068829', 'smallImageUrl': 'https://stockx.imgix.net/images/2019-20-Panini-NBA-Hoops-Premium-Stock-Basketball-Blaster-Box-32-ct-Red-Prizms-4x-Lot.png?fit=fill&bg=FFFFFF&w=300&h=214&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1608068829', 'thumbUrl': 'https://stockx.imgix.net/images/2019-20-Panini-NBA-Hoops-Premium-Stock-Basketball-Blaster-Box-32-ct-Red-Prizms-4x-Lot.png?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1608068829', 'gallery': [], 'hidden': False}",Basketball Blaster Box 32 ct. Red Prizms 4x Lot  (red or blue box),collectibles,Panini Basketball Blaster Box 32 ct. Red Prizms 4x Lot  (red or blue box),2019-20-Panini-NBA-Hoops-Premium-Stock-Basketball-Blaster-Box-32-ct-Red-Prizms-4x-Lot,PN-2PNHPSBBB32,2019-20 Panini NBA Hoops Premium Stock Basketball Blaster Box 32 ct. Red Prizms 4x Lot  (red or blue box),"[{'name': 'Year', 'value': '2019-20', 'filterable': False, 'visible': True, 'highlight': False}]",2019-20-panini-nba-hoops-premium-stock-basketball-blaster-box-32-ct-red-prizms-4x-lot,0,"{'productId': 0, 'skuUuid': '', 'productUuid': '4c39edf9-4577-4ae0-a742-a054f26b4337', 'lowestAsk': 240, 'lowestAskSize': '', 'parentLowestAsk': 0, 'numberOfAsks': 6, 'hasAsks': 1, 'salesThisPeriod': 5, 'salesLastPeriod': 0, 'highestBid': 216, 'highestBidSize': '', 'numberOfBids': 13, 'hasBids': 1, 'annualHigh': 255, 'annualLow': 201, 'deadstockRangeLow': 223, 'deadstockRangeHigh': 267, 'volatility': 0.088141, 'deadstockSold': 11, 'pricePremium': 0, 'averageDeadstockPrice': 227, 'lastSale': 245, 'lastSaleSize': '', 'salesLast72Hours': 5, 'changeValue': -10, 'changePercentage': -0.039216, 'absChangePercentage': 0.039216, 'totalDollars': 2502, 'lastLowestAskTime': 1608723288, 'lastHighestBidTime': 1608702913, 'lastSaleDate': '2020-12-23T04:15:10+00:00', 'createdAt': '2020-12-15T21:47:11+00:00', 'updatedAt': 1608723288, 'deadstockSoldRank': 81, 'pricePremiumRank': 20, 'averageDeadstockPriceRank': 33, 'featured': 0}","['collectibles', 'panini', 'trading cards', 'sealed boxes', '2019, basketball']"
Panini,Trading Cards Sealed Boxes,New,US,product,"The 2020 Panini Prizm Football Fanatics Mega Box comes with 4 cards per pack and 10 packs per box. In each 2020 Prizm Football Fanatics Mega Box you can find 1 Autograph, 3 Purple Pulsar Prizms, 1 Silver Prizm, 10 Rookies, and 2 Inserts on average. 2020 Panini Prizm Football released in November 2020. Included on the checklist are the Panini Prizm Football rookie cards for Joe Burrow, Tua Tagovailoa, Chase Young, D’Andre Swift, Justin Herbert, Jordan Love, and many more!",standard,"{'imageUrl': 'https://stockx.imgix.net/images/2020-panini-prizm-football-fanatics-mega-box.png?fit=fill&bg=FFFFFF&w=700&h=500&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1606151138', 'smallImageUrl': 'https://stockx.imgix.net/images/2020-panini-prizm-football-fanatics-mega-box.png?fit=fill&bg=FFFFFF&w=300&h=214&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1606151138', 'thumbUrl': 'https://stockx.imgix.net/images/2020-panini-prizm-football-fanatics-mega-box.png?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1606151138', 'gallery': [], 'hidden': False}",Football Fanatics Mega Box,collectibles,Panini Football Fanatics Mega Box,2020-Panini-Prizm-Football-Fanatics-Mega-Box,PN-2PPFFMB20,2020 Panini Prizm Football Fanatics Mega Box,"[{'name': 'Year', 'value': '2020', 'filterable': False, 'visible': True, 'highlight': False}]",2020-panini-prizm-football-fanatics-mega-box,0,"{'productId': 0, 'skuUuid': '', 'productUuid': '54057454-6f21-4f0c-a61a-2ac4f7a5f02d', 'lowestAsk': 283, 'lowestAskSize': '', 'parentLowestAsk': 0, 'numberOfAsks': 13, 'hasAsks': 1, 'salesThisPeriod': 5, 'salesLastPeriod': 0, 'highestBid': 225, 'highestBidSize': '', 'numberOfBids': 10, 'hasBids': 1, 'annualHigh': 395, 'annualLow': 275, 'deadstockRangeLow': 238, 'deadstockRangeHigh': 312, 'volatility': 0.133423, 'deadstockSold': 8, 'pricePremium': 0, 'averageDeadstockPrice': 312, 'lastSale': 275, 'lastSaleSize': '', 'salesLast72Hours': 5, 'changeValue': -4, 'changePercentage': -0.017257, 'absChangePercentage': 0.017257, 'totalDollars': 2494, 'lastLowestAskTime': 1608696451, 'lastHighestBidTime': 1608627679, 'lastSaleDate': '2020-12-22T11:22:31+00:00', 'createdAt': '2020-11-04T20:05:04+00:00', 'updatedAt': 1608696451, 'deadstockSoldRank': 59, 'pricePremiumRank': 54, 'averageDeadstockPriceRank': 53, 'featured': 0}","['collectibles', 'panini', 'trading cards', 'sealed boxes']"
Panini,Trading Cards Sealed Boxes,New,US,product,"The 2020 Panini Prizm Football Wal-Mart Mega Box comes with 4 cards per pack and 10 packs per box. In each 2020 Prizm Football Wal-Mart Mega Box you can find 1 Autograph, 2 Neon Green Pulsar Prizms, 1 Silver Prizm, 10 Rookies, and 2 Inserts on average. 2020 Panini Prizm Football released in November 2020. Included on the checklist are the Panini Prizm Football rookie cards for Joe Burrow, Tua Tagovailoa, Chase Young, D’Andre Swift, Justin Herbert, Jordan Love, and many more!",standard,"{'imageUrl': 'https://stockx.imgix.net/images/2020-Panini-Prizm-Football-Wal-Mart-Mega-Box-2x-Lot.jpg?fit=fill&bg=FFFFFF&w=700&h=500&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1606932339', 'smallImageUrl': 'https://stockx.imgix.net/images/2020-Panini-Prizm-Football-Wal-Mart-Mega-Box-2x-Lot.jpg?fit=fill&bg=FFFFFF&w=300&h=214&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1606932339', 'thumbUrl': 'https://stockx.imgix.net/images/2020-Panini-Prizm-Football-Wal-Mart-Mega-Box-2x-Lot.jpg?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1606932339', 'gallery': [], 'hidden': False}",Football Wal-Mart Mega Box 2x Lot,collectibles,Panini Football Wal-Mart Mega Box 2x Lot,2020-Panini-Prizm-Football-Wal-Mart-Mega-Box-2x-Lot,PN-2PPFWMB2L20,2020 Panini Prizm Football Wal-Mart Mega Box 2x Lot,"[{'name': 'Year', 'value': '2020', 'filterable': False, 'visible': True, 'highlight': False}]",2020-panini-prizm-football-wal-mart-mega-box-2x-lot,0,"{'productId': 0, 'skuUuid': '', 'productUuid': '1c4c86de-8d72-43c6-9b7f-9b2445a9043a', 'lowestAsk': 270, 'lowestAskSize': '', 'parentLowestAsk': 0, 'numberOfAsks': 7, 'hasAsks': 1, 'salesThisPeriod': 5, 'salesLastPeriod': 0, 'highestBid': 225, 'highestBidSize': '', 'numberOfBids': 9, 'hasBids': 1, 'annualHigh': 250, 'annualLow': 240, 'deadstockRangeLow': 236, 'deadstockRangeHigh': 244, 'volatility': 0.015476, 'deadstockSold': 6, 'pricePremium': 0, 'averageDeadstockPrice': 247, 'lastSale': 240, 'lastSaleSize': '', 'salesLast72Hours': 5, 'changeValue': -10, 'changePercentage': -0.04, 'absChangePercentage': 0.04, 'totalDollars': 1480, 'lastLowestAskTime': 1608698219, 'lastHighestBidTime': 1608707042, 'lastSaleDate': '2020-12-23T04:17:10+00:00', 'createdAt': '2020-11-04T20:05:05+00:00', 'updatedAt': 1608720048, 'deadstockSoldRank': 27, 'pricePremiumRank': 27, 'averageDeadstockPriceRank': 2, 'featured': 0}","['collectibles', 'panini', 'trading cards', 'sealed boxes']"
Panini,Trading Cards Basketball,Graded,US,product,"The Luka Doncic 2018 Panini Prizm Rookie is the cream of the crop for 2018 Prizm basketball. 2018 was the first time since 1984 that the top five picks in the draft were all selected to the NBA all-rookie 1st team. In a class filled with stars including Trae Young and #1 pick Deandre Ayton, Luka Doncic is the main draw. Doncic was 2018 NBA rookie of the year. Doncic graces the front of this card with a one leg up shot similar to the signature shot of former teammate and Mavericks legend Dirk Nowitzki.",standard,"{'imageUrl': 'https://stockx.imgix.net/images/Luka-Doncic-2018-Panini-Prizm-Rookie-280-v1.jpg?fit=fill&bg=FFFFFF&w=700&h=500&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1606320392', 'smallImageUrl': 'https://stockx.imgix.net/images/Luka-Doncic-2018-Panini-Prizm-Rookie-280-v1.jpg?fit=fill&bg=FFFFFF&w=300&h=214&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1606320392', 'thumbUrl': 'https://stockx.imgix.net/images/Luka-Doncic-2018-Panini-Prizm-Rookie-280-v1.jpg?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1606320392', 'gallery': [], 'hidden': False}",Rookie #280,collectibles,Panini Rookie #280,Luka-Doncic-2018-Panini-Prizm-Rookie-280,PN-LD2PPR18,Luka Doncic 2018 Panini Prizm Rookie #280,"[{'name': 'Year', 'value': '2018', 'filterable': False, 'visible': True, 'highlight': False}, {'name': 'Set Number', 'value': '#280', 'filterable': False, 'visible': True, 'highlight': False}]",luka-doncic-2018-panini-prizm-rookie-280,0,"{'productId': 0, 'skuUuid': '', 'productUuid': '250cbeec-4412-410f-93aa-b21d8662034f', 'lowestAsk': 625, 'lowestAskSize': 'PSA 9', 'parentLowestAsk': 0, 'numberOfAsks': 57, 'hasAsks': 1, 'salesThisPeriod': 4, 'salesLastPeriod': 0, 'highestBid': 2500, 'highestBidSize': 'PSA 10', 'numberOfBids': 75, 'hasBids': 1, 'annualHigh': 2000, 'annualLow': 80, 'deadstockRangeLow': 65, 'deadstockRangeHigh': 1135, 'volatility': 0.891235, 'deadstockSold': 770, 'pricePremium': 0, 'averageDeadstockPrice': 686, 'lastSale': 600, 'lastSaleSize': 'PSA 9', 'salesLast72Hours': 4, 'changeValue': -1123, 'changePercentage': -0.65177, 'absChangePercentage': 0.65177, 'totalDollars': 528373, 'lastLowestAskTime': 1608607189, 'lastHighestBidTime': 1608200824, 'lastSaleDate': '2020-12-22T02:42:03+00:00', 'createdAt': '2019-10-01T15:15:44+00:00', 'updatedAt': 1608607189, 'deadstockSoldRank': 54, 'pricePremiumRank': 17, 'averageDeadstockPriceRank': 12, 'featured': 0}","['collectibles', 'panini', 'trading cards', 'basketball', 'dallas mavericks']"
Panini,Trading Cards Sealed Boxes,New,US,product,"For the first time in 2020 Panini Football is introducing Mosaic as a stand alone set. The Panini Mosaic Football Blaster Box comes with 4 cards per pack and 8 packs per box.  Within the box you can find blaster exclusive orange fluorescent parallels, as well as other Mosaic parallels, and 3-4 Panini football Inserts. Included on the Mosaic base set checklist are Panini football rookie cards for Joe Burrow, Tua Tagovailoa, Chase Young, D’Andre Swift, Justin Herbert, Jordan Love, and many more! And now look for these same rookies in Panini Football's most anticipated retail release 2020 <a href=""https://stockx.com/2020-panini-prizm-football-wal-mart-blaster-box"">Panini Prizm Football!</a>",standard,"{'imageUrl': 'https://stockx.imgix.net/images/2020-Panini-Mosaic-Football-Blaster-Box.jpg?fit=fill&bg=FFFFFF&w=700&h=500&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1606933792', 'smallImageUrl': 'https://stockx.imgix.net/images/2020-Panini-Mosaic-Football-Blaster-Box.jpg?fit=fill&bg=FFFFFF&w=300&h=214&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1606933792', 'thumbUrl': 'https://stockx.imgix.net/images/2020-Panini-Mosaic-Football-Blaster-Box.jpg?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1606933792', 'gallery': [], 'hidden': False}",Football Blaster Box,collectibles,Panini Football Blaster Box,2020-Panini-Mosaic-Football-Blaster-Box,PN-2PMFBB20,2020 Panini Mosaic Football Blaster Box,"[{'name': 'Year', 'value': '2020', 'filterable': False, 'visible': True, 'highlight': False}]",2020-panini-mosaic-football-blaster-box,0,"{'productId': 0, 'skuUuid': '', 'productUuid': '90cfd64f-851b-479f-b9eb-748d6dc3ae02', 'lowestAsk': 64, 'lowestAskSize': '', 'parentLowestAsk': 0, 'numberOfAsks': 37, 'hasAsks': 1, 'salesThisPeriod': 4, 'salesLastPeriod': 0, 'highestBid': 50, 'highestBidSize': '', 'numberOfBids': 19, 'hasBids': 1, 'annualHigh': 78, 'annualLow': 38, 'deadstockRangeLow': 56, 'deadstockRangeHigh': 66, 'volatility': 0.079611, 'deadstockSold': 445, 'pricePremium': 0, 'averageDeadstockPrice': 52, 'lastSale': 61, 'lastSaleSize': '', 'salesLast72Hours': 4, 'changeValue': 8, 'changePercentage': 0.150943, 'absChangePercentage': 0.150943, 'totalDollars': 22955, 'lastLowestAskTime': 1608664228, 'lastHighestBidTime': 1608529524, 'lastSaleDate': '2020-12-21T00:26:26+00:00', 'createdAt': '2020-09-18T14:40:54+00:00', 'updatedAt': 1608664702, 'deadstockSoldRank': 79, 'pricePremiumRank': 86, 'averageDeadstockPriceRank': 60, 'featured': 0}","['collectibles', 'panini', 'trading cards', 'sealed boxes', '2020', 'football']"
Panini,Trading Cards Sealed Boxes,New,US,product,"The 2019-20 Panini Prizm Basketball Blaster Box is consistenly a big hit every NBA season. Upon release, these can be purchased at both Target and Walmart stores for a retail price of $19.99. The 2019-20 NBA Draft class is loaded with talent including many up-and-comers such as Zion Williamson, Ja Morant, RJ Barrett, Coby White, Rui Hachimura, Cam Reddish, Tyler Herro, Matisse Thybulle, Bol Bol, and many others. The blaster boxes contain 6 packs with 4 cards per pack, 24 cards total. Look for silver prizms, retail-only green prizms, blaster-exclusive green pulsars #/25, and randomly inserted Penmanship and Rookie Penmanship autographs.",standard,"{'imageUrl': 'https://stockx.imgix.net/images/2019-20-Panini-Prizm-Basketball-Blaster-Box-Studio-1.jpg?fit=fill&bg=FFFFFF&w=700&h=500&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1606933864', 'smallImageUrl': 'https://stockx.imgix.net/images/2019-20-Panini-Prizm-Basketball-Blaster-Box-Studio-1.jpg?fit=fill&bg=FFFFFF&w=300&h=214&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1606933864', 'thumbUrl': 'https://stockx.imgix.net/images/2019-20-Panini-Prizm-Basketball-Blaster-Box-Studio-1.jpg?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1606933864', 'gallery': [], 'hidden': False}",Basketball Blaster Box,collectibles,Panini Basketball Blaster Box,2019-20-Panini-Prizm-Basketball-Blaster-Box,PN-2PPBBB20,2019-20 Panini Prizm Basketball Blaster Box,"[{'name': 'Year', 'value': '2019-20', 'filterable': False, 'visible': True, 'highlight': False}]",2019-20-panini-prizm-basketball-blaster-box,0,"{'productId': 0, 'skuUuid': '', 'productUuid': '559efcca-e9e2-4f31-9e27-09d635c6817d', 'lowestAsk': 400, 'lowestAskSize': '', 'parentLowestAsk': 0, 'numberOfAsks': 6, 'hasAsks': 1, 'salesThisPeriod': 4, 'salesLastPeriod': 0, 'highestBid': 351, 'highestBidSize': '', 'numberOfBids': 24, 'hasBids': 1, 'annualHigh': 549, 'annualLow': 75, 'deadstockRangeLow': 484, 'deadstockRangeHigh': 614, 'volatility': 0.118154, 'deadstockSold': 236, 'pricePremium': 0, 'averageDeadstockPrice': 189, 'lastSale': 549, 'lastSaleSize': '', 'salesLast72Hours': 4, 'changeValue': 151, 'changePercentage': 0.37639, 'absChangePercentage': 0.37639, 'totalDollars': 44692, 'lastLowestAskTime': 1608727140, 'lastHighestBidTime': 1608718003, 'lastSaleDate': '2020-12-22T09:28:32+00:00', 'createdAt': '2020-03-13T19:49:26+00:00', 'updatedAt': 1608727140, 'deadstockSoldRank': 26, 'pricePremiumRank': 63, 'averageDeadstockPriceRank': 78, 'featured': 0}","['collectibles', 'panini', 'trading cards', 'sealed boxes', 'basketball', '2019']"
Panini,Trading Cards Sealed Boxes,New,US,product,The 2019-20 Panini Illusions Basketball blaster box comes with 6 cards per pack and 6 packs per box.Each blaster box comes with one emerald acetate card per box and three parallels per blaster box on average.,standard,"{'imageUrl': 'https://stockx.imgix.net/images/2019-20-Panini-Illusions-Basketball-Blaster-Box-2x-Lot.png?fit=fill&bg=FFFFFF&w=700&h=500&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1606932388', 'smallImageUrl': 'https://stockx.imgix.net/images/2019-20-Panini-Illusions-Basketball-Blaster-Box-2x-Lot.png?fit=fill&bg=FFFFFF&w=300&h=214&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1606932388', 'thumbUrl': 'https://stockx.imgix.net/images/2019-20-Panini-Illusions-Basketball-Blaster-Box-2x-Lot.png?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1606932388', 'gallery': [], 'hidden': False}",Basketball Blaster Box 2x Lot,collectibles,Panini Basketball Blaster Box 2x Lot,2019-20-Panini-Illusions-Basketball-Blaster-Box-2x-Lot,PN-2PIBBB2L20,2019-20 Panini Illusions Basketball Blaster Box 2x Lot,"[{'name': 'Year', 'value': '2019-20', 'filterable': False, 'visible': True, 'highlight': False}]",2019-20-panini-illusions-basketball-blaster-box-2x-lot,0,"{'productId': 0, 'skuUuid': '', 'productUuid': 'f33c06ac-13ea-4978-9dd7-f6990f29ed06', 'lowestAsk': 84, 'lowestAskSize': '', 'parentLowestAsk': 0, 'numberOfAsks': 20, 'hasAsks': 1, 'salesThisPeriod': 4, 'salesLastPeriod': 0, 'highestBid': 81, 'highestBidSize': '', 'numberOfBids': 11, 'hasBids': 1, 'annualHigh': 135, 'annualLow': 57, 'deadstockRangeLow': 72, 'deadstockRangeHigh': 94, 'volatility': 0.129957, 'deadstockSold': 219, 'pricePremium': 0, 'averageDeadstockPrice': 75, 'lastSale': 83, 'lastSaleSize': '', 'salesLast72Hours': 4, 'changeValue': 12, 'changePercentage': 0.169014, 'absChangePercentage': 0.169014, 'totalDollars': 16430, 'lastLowestAskTime': 1608654648, 'lastHighestBidTime': 1608701915, 'lastSaleDate': '2020-12-22T22:15:46+00:00', 'createdAt': '2020-08-27T19:00:38+00:00', 'updatedAt': 1608701915, 'deadstockSoldRank': 53, 'pricePremiumRank': 33, 'averageDeadstockPriceRank': 81, 'featured': 0}","['collectibles', 'panini', 'trading cards', 'sealed boxes', '2019', 'basketball']"
Panini,Trading Cards Sealed Boxes,New,US,product,,standard,"{'imageUrl': 'https://stockx.imgix.net/images/2020-Panini-Illusions-Basketball-Mega-Box.jpg?fit=fill&bg=FFFFFF&w=700&h=500&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1606931802', 'smallImageUrl': 'https://stockx.imgix.net/images/2020-Panini-Illusions-Basketball-Mega-Box.jpg?fit=fill&bg=FFFFFF&w=300&h=214&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1606931802', 'thumbUrl': 'https://stockx.imgix.net/images/2020-Panini-Illusions-Basketball-Mega-Box.jpg?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1606931802', 'gallery': [], 'hidden': False}",Basketball Mega Box,collectibles,Panini Basketball Mega Box,2020-Panini-Illusions-Basketball-Mega-Box,PN-2PIBMB20,2020 Panini Illusions Basketball Mega Box,"[{'name': 'Year', 'value': '2020', 'filterable': False, 'visible': True, 'highlight': False}]",2020-panini-illusions-basketball-mega-box,0,"{'productId': 0, 'skuUuid': '', 'productUuid': '02253a0f-33d4-4bad-aa4a-7f346b24ffab', 'lowestAsk': 83, 'lowestAskSize': '', 'parentLowestAsk': 0, 'numberOfAsks': 20, 'hasAsks': 1, 'salesThisPeriod': 4, 'salesLastPeriod': 0, 'highestBid': 70, 'highestBidSize': '', 'numberOfBids': 14, 'hasBids': 1, 'annualHigh': 113, 'annualLow': 50, 'deadstockRangeLow': 103, 'deadstockRangeHigh': 123, 'volatility': 0.091458, 'deadstockSold': 196, 'pricePremium': 0, 'averageDeadstockPrice': 66, 'lastSale': 113, 'lastSaleSize': '', 'salesLast72Hours': 4, 'changeValue': 29, 'changePercentage': 0.34312, 'absChangePercentage': 0.34312, 'totalDollars': 12963, 'lastLowestAskTime': 1608689255, 'lastHighestBidTime': 1608647498, 'lastSaleDate': '2020-12-22T20:09:42+00:00', 'createdAt': '2020-09-08T21:06:33+00:00', 'updatedAt': 1608689255, 'deadstockSoldRank': 9, 'pricePremiumRank': 75, 'averageDeadstockPriceRank': 67, 'featured': 0}","['collectibles', 'panini', 'trading cards', 'sealed boxes', '2020', 'basketball']"
Panini,Trading Cards Sealed Boxes,New,US,product,,standard,"{'imageUrl': 'https://stockx.imgix.net/images/2020-Panini-Donruss-Football-Complete-Set.jpg?fit=fill&bg=FFFFFF&w=700&h=500&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1606931791', 'smallImageUrl': 'https://stockx.imgix.net/images/2020-Panini-Donruss-Football-Complete-Set.jpg?fit=fill&bg=FFFFFF&w=300&h=214&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1606931791', 'thumbUrl': 'https://stockx.imgix.net/images/2020-Panini-Donruss-Football-Complete-Set.jpg?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1606931791', 'gallery': [], 'hidden': False}",Football Complete Set,collectibles,Panini Football Complete Set,2020-Panini-Donruss-Football-Complete-Set,PN-2PDFCS20,2020 Panini Donruss Football Complete Set,"[{'name': 'Year', 'value': '2020', 'filterable': False, 'visible': True, 'highlight': False}]",2020-panini-donruss-football-complete-set,0,"{'productId': 0, 'skuUuid': '', 'productUuid': '04f0d65b-f8fa-46d2-9aea-f9cf32ba4a82', 'lowestAsk': 75, 'lowestAskSize': '', 'parentLowestAsk': 0, 'numberOfAsks': 15, 'hasAsks': 1, 'salesThisPeriod': 4, 'salesLastPeriod': 0, 'highestBid': 66, 'highestBidSize': '', 'numberOfBids': 12, 'hasBids': 1, 'annualHigh': 94, 'annualLow': 45, 'deadstockRangeLow': 72, 'deadstockRangeHigh': 78, 'volatility': 0.04263, 'deadstockSold': 182, 'pricePremium': 0, 'averageDeadstockPrice': 60, 'lastSale': 75, 'lastSaleSize': '', 'salesLast72Hours': 4, 'changeValue': -2, 'changePercentage': -0.025974, 'absChangePercentage': 0.025974, 'totalDollars': 10894, 'lastLowestAskTime': 1608676816, 'lastHighestBidTime': 1608658124, 'lastSaleDate': '2020-12-22T20:11:22+00:00', 'createdAt': '2020-10-13T20:53:52+00:00', 'updatedAt': 1608681967, 'deadstockSoldRank': 8, 'pricePremiumRank': 21, 'averageDeadstockPriceRank': 0, 'featured': 0}","['collectibles', 'panini', 'trading cards', 'sealed boxes', 'football', '2020']"
Pokemon,Trading Cards Sealed Boxes,New,US,product,,standard,"{'imageUrl': 'https://stockx.imgix.net/images/2020-Pokemon-Hidden-Fates-Gyrados-Tin-4x-Lot.png?fit=fill&bg=FFFFFF&w=700&h=500&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1606932356', 'smallImageUrl': 'https://stockx.imgix.net/images/2020-Pokemon-Hidden-Fates-Gyrados-Tin-4x-Lot.png?fit=fill&bg=FFFFFF&w=300&h=214&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1606932356', 'thumbUrl': 'https://stockx.imgix.net/images/2020-Pokemon-Hidden-Fates-Gyrados-Tin-4x-Lot.png?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1606932356', 'gallery': [], 'hidden': False}",Gyrados Tin 4x Lot,collectibles,Pokemon Gyrados Tin 4x Lot,2020-Pokemon-Hidden-Fates-Gyrados-Tin-4x-Lot,P-2PHFGT4L20,2020 Pokemon Hidden Fates Gyrados Tin 4x Lot,"[{'name': 'Year', 'value': '2020', 'filterable': False, 'visible': True, 'highlight': False}]",2020-pokemon-hidden-fates-gyrados-tin-4x-lot,0,"{'productId': 0, 'skuUuid': '', 'productUuid': '3ce85acb-cdff-4592-a778-b04ed61090fa', 'lowestAsk': 135, 'lowestAskSize': '', 'parentLowestAsk': 0, 'numberOfAsks': 10, 'hasAsks': 1, 'salesThisPeriod': 4, 'salesLastPeriod': 0, 'highestBid': 125, 'highestBidSize': '', 'numberOfBids': 23, 'hasBids': 1, 'annualHigh': 174, 'annualLow': 106, 'deadstockRangeLow': 118, 'deadstockRangeHigh': 142, 'volatility': 0.09412, 'deadstockSold': 142, 'pricePremium': 0, 'averageDeadstockPrice': 121, 'lastSale': 130, 'lastSaleSize': '', 'salesLast72Hours': 4, 'changeValue': 0, 'changePercentage': 0, 'absChangePercentage': 0, 'totalDollars': 17171, 'lastLowestAskTime': 1608583368, 'lastHighestBidTime': 1608633529, 'lastSaleDate': '2020-12-23T09:02:40+00:00', 'createdAt': '2020-09-21T23:32:40+00:00', 'updatedAt': 1608714309, 'deadstockSoldRank': 82, 'pricePremiumRank': 68, 'averageDeadstockPriceRank': 93, 'featured': 0}","['collectibles', 'pokemon', 'trading cards', 'sealed boxes', '2020', 'pokemon']"
